id,building_id,battery_type,status,employee_id,date_of_commissioning,operations_certificate,last_inspection_date,information,notes,created_at,updated_at
122,122,Corporate,Active,122,2016-07-19 02:54:23,0008-1041,2019-01-17 21:20:16,Synergistic actuating project,Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.,2016-12-31 15:12:17,2018-09-05 18:29:23
123,123,Commercial,Active,123,2017-09-09 20:42:26,52533-001,2019-02-24 20:39:28,Ergonomic full-range support,Nam dui.,2016-11-26 02:58:44,2017-10-25 18:15:25
124,124,Hybrid,Active,124,2017-02-21 23:26:34,55648-275,2018-07-22 00:59:43,Expanded mobile matrices,"Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo.",2016-05-22 12:07:23,2019-02-03 16:57:46
125,125,Residential,Active,125,2016-08-11 10:24:37,37000-333,2018-11-13 07:16:23,Monitored analyzing algorithm,Morbi non lectus.,2016-06-30 16:16:42,2018-10-01 06:10:23
126,126,Corporate,Active,126,2017-12-25 20:19:55,52533-125,2018-07-21 08:02:16,Front-line bi-directional portal,"Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue.",2016-12-25 13:23:17,2018-08-08 04:51:02
127,127,Commercial,Intervention,127,2018-02-17 01:28:14,66761-322,2018-12-24 06:52:03,Synergized even-keeled benchmark,Quisque ut erat. Curabitur gravida nisi at nibh.,2017-01-24 06:41:15,2019-01-20 20:21:44
128,128,Hybrid,Active,128,2016-04-14 17:40:48,49288-0406,2018-08-17 00:57:09,De-engineered interactive extranet,Proin interdum mauris non ligula pellentesque ultrices.,2017-06-02 03:23:30,2018-04-10 03:21:02
129,129,Residential,Active,129,2016-07-28 01:11:20,50114-4262,2019-02-23 09:42:09,Managed foreground challenge,Donec dapibus.,2016-09-15 18:49:51,2018-04-09 07:26:36
130,130,Corporate,Active,130,2017-09-14 13:12:14,0245-1075,2018-09-23 17:52:14,Versatile dedicated policy,Donec dapibus. Duis at velit eu est congue elementum.,2017-02-20 06:50:37,2018-04-30 09:31:18
131,131,Commercial,Active,131,2017-06-29 14:44:47,0093-0757,2018-10-18 18:52:10,Streamlined encompassing capacity,Nulla tellus. In sagittis dui vel nisl.,2017-02-15 11:41:01,2018-03-11 20:03:01
132,132,Hybrid,Active,132,2017-04-27 03:41:01,61442-224,2018-06-17 10:46:43,Horizontal mobile internet solution,Donec posuere metus vitae ipsum.,2017-01-01 08:03:18,2017-11-10 17:39:45
133,133,Residential,Active,133,2017-01-27 16:41:46,50600-002,2018-07-24 05:07:27,Fundamental analyzing website,Nunc nisl.,2016-03-16 08:27:54,2017-12-12 15:32:01
134,134,Corporate,Active,134,2017-09-03 22:44:41,52959-811,2018-07-29 09:37:05,Cross-group hybrid ability,"Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla.",2016-04-14 03:40:10,2018-04-20 13:21:05
135,135,Commercial,Active,135,2016-06-08 19:14:59,65862-210,2018-09-11 05:45:33,Re-engineered national synergy,In congue.,2016-05-18 18:16:46,2018-11-08 01:39:31
136,136,Hybrid,Active,136,2018-01-19 23:08:45,52125-157,2018-09-30 10:25:28,Object-based secondary extranet,Nulla facilisi.,2016-04-29 03:23:32,2018-10-03 21:29:16
137,137,Residential,Intervention,137,2017-03-02 06:14:34,55648-669,2018-07-10 06:11:17,Secured encompassing capacity,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci.",2017-04-09 22:40:04,2018-12-10 17:04:21
138,138,Corporate,Active,138,2016-06-01 02:17:47,40104-351,2019-02-28 12:45:54,Phased foreground extranet,Duis bibendum. Morbi non quam nec dui luctus rutrum.,2016-08-03 19:03:22,2018-03-30 07:32:09
139,139,Commercial,Active,139,2018-01-09 19:06:35,59973-001,2018-06-23 14:00:56,Intuitive impactful superstructure,In congue.,2016-11-23 03:31:07,2018-11-07 16:48:40
140,140,Hybrid,Active,140,2017-07-21 12:31:48,47682-029,2018-12-30 04:08:23,Reduced real-time pricing structure,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",2016-04-21 17:17:39,2018-12-01 20:03:27
141,141,Residential,Active,141,2016-05-01 01:09:32,60512-6032,2018-12-27 03:20:39,Sharable responsive implementation,Integer ac neque.,2016-11-29 16:17:53,2017-06-18 09:28:01
142,142,Corporate,Active,142,2017-12-07 21:17:20,13537-021,2018-12-10 17:58:30,Up-sized explicit encoding,Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est.,2016-07-08 08:20:27,2018-10-09 21:14:15
143,143,Commercial,Active,143,2016-06-03 05:29:23,57896-784,2019-02-03 18:35:06,Realigned dedicated capability,Duis at velit eu est congue elementum. In hac habitasse platea dictumst.,2016-11-09 01:57:15,2017-12-31 20:10:57
144,144,Hybrid,Active,144,2016-07-24 22:44:59,58503-018,2018-11-17 17:29:23,Quality-focused needs-based parallelism,Donec semper sapien a libero. Nam dui.,2016-04-29 07:19:24,2018-09-02 06:03:35
145,145,Residential,Intervention,145,2016-07-27 12:47:20,68084-665,2019-01-28 07:23:47,Grass-roots incremental capability,Morbi a ipsum. Integer a nibh.,2017-06-09 03:42:42,2017-10-22 16:17:19
146,146,Corporate,Active,146,2017-01-27 12:25:42,57955-5153,2019-03-08 09:36:30,Optimized upward-trending matrix,Proin risus. Praesent lectus.,2017-03-31 08:39:51,2019-01-19 04:00:30
147,147,Commercial,Active,147,2016-09-03 12:47:03,54868-0937,2018-08-14 04:10:31,Fundamental foreground adapter,Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est.,2016-08-14 18:33:04,2018-03-06 03:05:35
148,148,Hybrid,Active,148,2017-09-13 12:34:50,49288-0921,2018-07-19 07:30:16,Exclusive client-server middleware,"Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo.",2016-06-24 20:16:49,2018-01-14 06:41:51
149,149,Residential,Active,149,2017-03-18 16:03:06,68472-089,2018-08-10 04:42:20,Managed systematic project,In congue.,2016-10-02 12:43:55,2018-10-23 06:23:02
150,150,Corporate,Active,150,2017-07-07 16:30:42,55714-2348,2018-10-13 22:36:04,Exclusive bandwidth-monitored toolset,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus.",2016-11-23 15:20:51,2018-04-01 23:56:02
151,151,Commercial,Inactive,151,2017-05-06 15:23:32,0280-0935,2019-02-17 02:57:42,Organized static matrix,"Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",2016-11-12 23:25:55,2019-03-12 00:29:42
152,152,Hybrid,Active,152,2017-03-11 18:54:39,62695-2001,2018-12-31 22:22:02,Cross-group discrete intranet,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.,2016-10-22 06:31:39,2018-02-04 14:26:34
153,153,Residential,Active,153,2016-10-01 17:50:36,0093-7291,2019-01-26 14:59:26,Multi-channelled intermediate customer loyalty,In quis justo.,2016-10-20 01:14:02,2018-08-07 04:06:37
154,154,Corporate,Active,154,2016-06-04 12:56:24,58414-8727,2018-06-27 17:51:44,Face to face even-keeled encoding,Nulla nisl. Nunc nisl.,2016-10-09 11:22:07,2018-09-22 11:25:10
155,155,Commercial,Active,155,2016-09-13 02:15:15,63739-665,2018-10-15 13:06:12,Universal eco-centric contingency,Suspendisse accumsan tortor quis turpis.,2016-05-10 12:24:50,2018-09-19 08:45:38
156,156,Hybrid,Active,156,2017-09-12 08:00:26,43269-762,2018-11-04 15:03:36,Monitored regional Graphic Interface,Integer non velit.,2016-11-13 07:15:45,2018-12-28 15:31:07
157,157,Residential,Active,157,2016-05-27 07:23:46,53389-035,2019-02-06 16:30:17,Total mission-critical frame,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus.",2016-03-23 01:22:17,2018-03-18 12:00:13
158,158,Corporate,Active,158,2016-10-17 09:23:35,52642-007,2018-07-10 23:02:01,Integrated zero administration encoding,In hac habitasse platea dictumst.,2016-08-04 15:38:52,2018-04-18 16:26:21
159,159,Commercial,Active,159,2017-01-14 16:11:33,53746-254,2019-02-09 14:49:56,Public-key global website,Nulla suscipit ligula in lacus.,2017-02-22 05:29:03,2017-07-11 21:24:28
160,160,Hybrid,Intervention,160,2017-06-27 02:24:50,0078-0527,2018-07-14 08:52:55,Stand-alone system-worthy parallelism,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa.",2016-11-07 18:20:40,2018-05-12 02:16:35
161,161,Residential,Inactive,161,2016-11-23 17:27:26,49288-0434,2018-06-25 18:08:52,Quality-focused client-server projection,Nulla ut erat id mauris vulputate elementum.,2017-05-04 12:41:07,2018-01-05 18:06:00
162,162,Corporate,Active,162,2016-06-25 16:12:04,48951-3104,2018-11-26 16:00:59,Balanced interactive solution,In hac habitasse platea dictumst. Etiam faucibus cursus urna.,2016-05-10 21:00:34,2019-01-31 18:07:16
163,163,Commercial,Active,163,2016-05-28 13:17:22,60429-767,2018-07-14 18:09:02,Profound multi-tasking productivity,Nullam molestie nibh in lectus.,2017-03-29 17:35:38,2019-01-26 05:59:22
164,164,Hybrid,Active,164,2017-07-28 04:45:15,63940-020,2019-02-08 15:45:19,Front-line tangible middleware,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis.",2016-08-31 22:17:11,2017-06-18 06:16:54
165,165,Residential,Active,165,2017-12-16 11:29:06,10544-099,2018-08-10 21:25:06,Automated reciprocal conglomeration,Nulla tempus.,2017-05-01 14:44:46,2018-04-28 13:51:28
166,166,Corporate,Active,166,2017-09-07 23:28:01,10544-146,2018-08-07 01:12:44,Right-sized intangible emulation,Proin eu mi. Nulla ac enim.,2016-05-21 07:40:14,2018-02-21 16:52:36
167,167,Commercial,Active,167,2016-10-24 20:35:54,13537-543,2019-02-06 01:40:58,Persistent multi-state protocol,Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum.,2017-02-08 15:57:58,2017-08-05 01:17:17
168,168,Hybrid,Active,168,2016-09-22 03:30:24,36987-1282,2019-03-06 07:30:25,Integrated cohesive standardization,Integer ac leo.,2016-08-14 00:59:01,2019-02-06 03:17:33
169,169,Residential,Intervention,169,2016-08-22 01:32:36,65580-303,2019-02-02 04:25:41,Cloned demand-driven superstructure,"Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",2017-05-24 19:04:10,2018-11-17 16:21:37
170,170,Corporate,Active,170,2017-02-01 11:06:15,42291-251,2018-06-22 02:50:04,Public-key mobile local area network,Nam dui.,2016-10-03 05:36:52,2018-01-17 01:31:58
171,171,Commercial,Active,171,2016-05-14 13:08:45,50114-5325,2018-06-21 17:35:02,Integrated context-sensitive groupware,"Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa.",2017-03-24 16:32:59,2018-12-30 16:18:37
172,172,Hybrid,Active,172,2017-01-12 23:18:32,55648-922,2019-03-07 09:25:15,Virtual 24 hour open system,Curabitur gravida nisi at nibh.,2016-05-02 16:02:16,2017-08-19 13:31:56
173,173,Residential,Active,173,2017-12-23 04:08:01,0591-3205,2018-12-03 23:31:10,Upgradable fresh-thinking toolset,In sagittis dui vel nisl. Duis ac nibh.,2017-03-31 18:05:58,2018-09-24 08:32:28
174,174,Corporate,Inactive,174,2016-04-20 11:23:52,0363-0224,2018-12-13 02:36:23,Reverse-engineered intangible focus group,Quisque ut erat. Curabitur gravida nisi at nibh.,2016-03-27 05:57:14,2018-08-23 15:29:18
175,175,Commercial,Active,175,2017-06-03 17:37:36,10096-0219,2018-08-17 19:03:10,Innovative value-added open system,"In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",2017-04-29 08:55:26,2018-08-01 17:39:00
176,176,Hybrid,Active,176,2017-01-22 22:38:23,68428-137,2018-11-12 03:29:29,Grass-roots hybrid Graphical User Interface,Vestibulum ac est lacinia nisi venenatis tristique.,2016-04-28 18:44:35,2017-09-21 18:11:06
177,177,Residential,Active,177,2017-09-07 13:32:11,44567-708,2019-02-09 20:54:55,Seamless coherent forecast,Vestibulum sed magna at nunc commodo placerat. Praesent blandit.,2016-09-14 12:16:38,2018-06-22 00:56:14
178,178,Corporate,Active,178,2016-12-18 05:44:15,51138-045,2018-08-17 06:23:04,Advanced foreground installation,Nullam molestie nibh in lectus. Pellentesque at nulla.,2017-01-12 21:12:28,2018-09-06 11:07:34
179,179,Commercial,Active,179,2016-10-21 13:43:43,63629-4878,2018-11-30 19:23:48,Synergized asymmetric success,In eleifend quam a odio. In hac habitasse platea dictumst.,2016-06-06 18:01:01,2018-05-15 12:59:18
180,180,Hybrid,Active,180,2017-03-01 08:39:34,60512-6461,2019-02-26 08:04:41,Optional analyzing help-desk,"Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.",2017-01-11 08:48:28,2018-01-10 06:23:25
181,181,Residential,Intervention,181,2017-10-09 16:09:40,65044-2018,2018-07-06 06:54:54,Reactive next generation synergy,Etiam pretium iaculis justo. In hac habitasse platea dictumst.,2016-09-12 05:10:36,2018-10-24 12:47:20
182,182,Corporate,Active,182,2018-02-09 23:08:52,63323-401,2018-12-21 21:45:54,Front-line full-range access,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",2016-07-17 05:43:54,2018-09-21 18:57:30
183,183,Commercial,Active,183,2017-08-05 11:38:41,43913-404,2018-10-05 08:49:56,Decentralized stable strategy,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.,2016-04-03 10:07:54,2019-02-20 07:05:33
184,184,Hybrid,Active,184,2016-06-09 10:58:08,43063-380,2019-01-11 00:35:28,Quality-focused multi-tasking toolset,Integer ac leo.,2016-11-11 22:44:26,2018-07-06 18:59:09
185,185,Residential,Active,185,2016-03-18 02:54:16,59779-402,2018-08-18 17:18:06,Profit-focused explicit portal,"Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis.",2017-02-12 19:13:50,2018-02-25 12:25:12
186,186,Corporate,Active,186,2016-06-11 00:59:43,0093-4237,2018-07-23 22:42:07,Visionary grid-enabled info-mediaries,"In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",2016-11-29 23:34:41,2017-07-23 08:18:29
187,187,Commercial,Active,187,2016-04-19 21:15:06,0268-6679,2018-11-26 23:59:54,Profound mission-critical firmware,Nulla tellus.,2016-07-09 11:16:45,2018-06-17 17:24:28
188,188,Hybrid,Active,188,2016-07-24 04:30:13,53345-023,2019-02-06 06:46:08,Up-sized optimizing leverage,Vestibulum sed magna at nunc commodo placerat.,2017-05-25 19:11:54,2017-09-24 11:07:03
189,189,Residential,Active,189,2016-11-30 17:47:55,49999-952,2018-09-29 02:58:13,Synergistic heuristic hub,Donec dapibus. Duis at velit eu est congue elementum.,2017-02-12 05:41:27,2018-05-18 16:58:58
190,190,Corporate,Active,190,2016-10-17 03:32:36,54868-5162,2018-12-05 03:06:04,Multi-layered static internet solution,Duis mattis egestas metus. Aenean fermentum.,2016-08-05 07:54:00,2017-10-19 20:39:10
191,191,Commercial,Active,191,2016-06-13 18:41:40,49580-0024,2018-10-28 05:34:18,Open-architected executive hardware,In eleifend quam a odio. In hac habitasse platea dictumst.,2017-04-27 01:18:25,2019-03-04 10:21:00
192,192,Hybrid,Active,192,2017-01-13 18:50:39,10578-042,2018-09-18 10:08:41,Stand-alone context-sensitive database,Aenean fermentum. Donec ut mauris eget massa tempor convallis.,2017-04-07 11:24:23,2018-10-25 23:14:30
193,193,Residential,Active,193,2018-01-13 15:08:18,43353-903,2019-03-04 22:50:49,Up-sized demand-driven analyzer,Sed ante. Vivamus tortor.,2016-08-23 07:37:12,2017-10-03 06:17:39
194,194,Corporate,Active,194,2018-02-20 00:54:39,49349-798,2018-11-04 04:31:59,Ameliorated bifurcated extranet,"Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam. Nam tristique tortor eu pede.",2016-07-22 04:13:24,2018-09-03 14:25:31
195,195,Commercial,Active,195,2016-06-07 21:29:12,49999-012,2018-06-25 20:47:20,Sharable value-added model,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",2016-10-04 15:30:33,2018-06-30 16:03:53
196,196,Hybrid,Active,196,2017-08-30 15:01:33,0517-0771,2018-10-23 09:30:41,User-friendly radical moderator,Nam dui.,2017-02-18 04:31:28,2017-11-17 16:24:37
197,197,Residential,Active,197,2016-06-05 05:26:56,58118-5063,2018-08-17 05:32:18,Virtual interactive service-desk,Mauris lacinia sapien quis libero.,2017-02-15 17:45:58,2018-04-12 19:50:33
198,198,Corporate,Active,198,2016-12-12 07:48:33,49349-432,2018-09-30 08:25:57,Mandatory real-time application,"Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo.",2017-04-21 05:15:21,2018-05-12 03:34:07
199,199,Commercial,Active,199,2016-07-14 14:55:44,50246-100,2018-10-14 01:46:20,Adaptive high-level orchestration,Sed sagittis.,2016-04-02 08:33:37,2017-12-23 08:14:23
200,200,Hybrid,Inactive,200,2017-07-22 01:56:01,36987-1436,2019-02-07 18:13:18,Reactive tertiary definition,Aliquam sit amet diam in magna bibendum imperdiet.,2017-03-21 15:06:48,2018-12-11 00:57:56
